Frame,F1 (Head Tilt),F2 (Slouch),Class
882,0.56,1.15,sit up straight
883,0.6,1.14,sit up straight
884,0.59,1.14,sit up straight
885,0.61,1.14,sit up straight
886,0.63,1.14,sit up straight
887,0.49,1.13,sit up straight
888,0.41,1.12,sit up straight
889,0.4,1.12,sit up straight
890,0.48,1.13,sit up straight
891,0.51,1.13,sit up straight
892,0.5,1.12,sit up straight
893,0.5,1.13,sit up straight
894,0.47,1.12,sit up straight
895,0.49,1.13,sit up straight
896,0.47,1.13,sit up straight
897,0.5,1.13,sit up straight
898,0.53,1.13,sit up straight
899,0.48,1.13,sit up straight
900,0.5,1.13,sit up straight
901,0.47,1.13,sit up straight
902,0.47,1.13,sit up straight
903,0.5,1.13,sit up straight
904,0.32,1.13,sit up straight
905,0.22,1.12,sit up straight
906,-0.15,1.15,sit up straight
907,-0.29,1.16,sit up straight
908,-0.16,1.15,sit up straight
909,-0.05,1.15,sit up straight
910,-0.13,1.18,sit up straight
911,-0.4,1.29,sit up straight
912,-0.26,1.31,sit up straight
913,-0.19,1.28,sit up straight
914,-0.14,1.26,sit up straight
915,-0.41,1.32,sit up straight
916,-0.33,1.32,sit up straight
917,-0.3,1.28,sit up straight
918,-0.22,1.25,sit up straight
919,-0.1,1.23,sit up straight
920,0.1,1.17,sit up straight
921,0.16,1.15,sit up straight
922,0.58,1.11,sit up straight
923,0.64,1.1,sit up straight
924,0.71,1.11,sit up straight
925,0.69,1.12,sit up straight
926,0.67,1.12,sit up straight
927,0.62,1.12,sit up straight
928,0.66,1.12,sit up straight
929,0.64,1.12,sit up straight
930,0.53,1.11,sit up straight
931,0.44,1.1,sit up straight
932,0.38,1.1,sit up straight
933,0.45,1.1,sit up straight
934,0.59,1.1,sit up straight
935,0.52,1.11,sit up straight
936,0.52,1.11,sit up straight
937,0.4,1.1,sit up straight
938,0.3,1.09,sit up straight
939,0.41,1.1,sit up straight
940,0.47,1.11,sit up straight
941,0.35,1.12,sit up straight
942,0.41,1.1,sit up straight
943,0.41,1.1,sit up straight
944,0.31,1.11,sit up straight
945,0.29,1.11,sit up straight
946,0.23,1.12,sit up straight
947,0.21,1.12,sit up straight
948,0.44,1.13,sit up straight
949,0.29,1.14,sit up straight
950,0.17,1.16,sit up straight
951,0.41,1.14,sit up straight
952,0.5,1.13,sit up straight
953,0.43,1.15,sit up straight
954,0.22,1.19,sit up straight
955,0.68,1.14,sit up straight
956,0.68,1.13,sit up straight
957,0.74,1.14,sit up straight
958,0.83,1.14,sit up straight
959,0.92,1.12,sit up straight
960,0.62,1.16,sit up straight
961,0.65,1.16,sit up straight
962,0.68,1.16,sit up straight
963,0.92,1.13,sit up straight
964,1.01,1.12,sit up straight
965,1.1,1.12,sit up straight
966,1.1,1.13,sit up straight
967,1.13,1.13,sit up straight
968,1.16,1.14,sit up straight
969,1.19,1.13,sit up straight
970,1.12,1.12,sit up straight
971,1.09,1.11,sit up straight
972,1.01,1.1,sit up straight
973,0.98,1.11,sit up straight
974,1.46,1.37,sit up straight
975,1.71,1.59,straighten head
976,0.77,1.19,sit up straight
977,0.77,1.14,sit up straight
978,0.76,1.13,sit up straight
979,0.78,1.13,sit up straight
980,0.76,1.12,sit up straight
981,0.71,1.13,sit up straight
982,0.7,1.14,sit up straight
983,0.71,1.14,sit up straight
984,0.71,1.14,sit up straight
985,0.6,1.13,sit up straight
986,0.56,1.12,sit up straight
987,0.52,1.13,sit up straight
988,0.58,1.14,sit up straight
989,0.62,1.14,sit up straight
990,0.54,1.12,sit up straight
991,0.54,1.11,sit up straight
992,0.58,1.12,sit up straight
993,0.64,1.12,sit up straight
994,0.67,1.12,sit up straight
995,0.69,1.13,sit up straight
996,0.67,1.13,sit up straight
997,0.65,1.13,sit up straight
998,0.69,1.14,sit up straight
999,0.58,1.17,sit up straight
1000,0.51,1.19,sit up straight
1001,0.48,1.19,sit up straight
1002,0.55,1.2,sit up straight
1003,0.59,1.22,sit up straight
1004,0.98,1.29,sit up straight
1005,0.88,1.3,sit up straight
1006,0.86,1.3,sit up straight
1007,0.91,1.3,sit up straight
1008,0.99,1.29,sit up straight
1009,1.02,1.29,sit up straight
1010,1.03,1.29,sit up straight
1011,1.02,1.29,sit up straight
1012,1.01,1.29,sit up straight
1013,1.02,1.28,sit up straight
1014,1.03,1.28,sit up straight
1015,1.02,1.28,sit up straight
1016,1.02,1.28,sit up straight
1017,1.03,1.28,sit up straight
1018,1.03,1.28,sit up straight
1019,1.01,1.29,sit up straight
1020,1.05,1.29,sit up straight
1021,1.03,1.29,sit up straight
1022,1.05,1.29,sit up straight
1023,1.06,1.29,sit up straight
1024,1.09,1.28,sit up straight
1025,1.01,1.3,sit up straight
1026,0.99,1.3,sit up straight
1027,0.98,1.31,sit up straight
1028,0.96,1.31,sit up straight
1029,0.97,1.31,sit up straight
1030,0.81,1.31,sit up straight
1031,0.83,1.31,sit up straight
1032,0.89,1.32,sit up straight
1033,0.83,1.33,sit up straight
1034,0.59,1.37,sit up straight
1035,0.78,1.34,sit up straight
1036,0.85,1.33,sit up straight
1037,1.96,1.89,straighten head
1038,1.63,1.74,straighten head
1039,1.14,1.76,straighten head
1040,1.15,1.42,sit up straight
1041,1.15,1.35,sit up straight
1042,1.11,1.31,sit up straight
1043,1.11,1.29,sit up straight
1044,1.07,1.29,sit up straight
1045,1.06,1.28,sit up straight
1046,1.02,1.28,sit up straight
1047,1.01,1.28,sit up straight
1048,1.03,1.28,sit up straight
1049,1.0,1.28,sit up straight
1050,1.01,1.28,sit up straight
1051,0.97,1.28,sit up straight
1052,0.99,1.28,sit up straight
1053,1.01,1.28,sit up straight
1054,1.04,1.28,sit up straight
1055,1.06,1.29,sit up straight
1056,0.91,1.31,sit up straight
1057,0.74,1.34,sit up straight
1058,0.73,1.34,sit up straight
1059,0.83,1.32,sit up straight
1060,0.88,1.32,sit up straight
1061,0.86,1.32,sit up straight
1062,0.6,1.37,sit up straight
1063,0.55,1.38,sit up straight
1064,0.52,1.37,sit up straight
1065,0.67,1.36,sit up straight
1066,0.68,1.33,sit up straight
1067,0.73,1.32,sit up straight
1068,0.82,1.32,sit up straight
1069,1.6,1.72,straighten head
1070,0.86,2.34,straighten head
1071,5.2,7.27,straighten head
1072,0.42,1.72,straighten head
1073,0.76,1.43,sit up straight
1074,1.61,1.77,straighten head
1075,1.43,1.52,straighten head
1076,0.89,1.5,looks good
1077,1.52,1.89,straighten head
1078,-0.3,2.23,straighten head
1079,-0.63,1.96,straighten head
1080,-0.45,2.65,straighten head
1081,-0.27,17.48,straighten head
1082,1.26,4.74,straighten head
1083,3.35,6.33,straighten head
1084,4.49,9.06,straighten head
1085,0.65,3.12,straighten head
1086,-0.61,1.77,straighten head
1087,-0.8,1.72,straighten head
1088,-0.91,2.14,straighten head
1089,-0.92,2.41,straighten head
1090,0.5,4.18,straighten head
1091,2.02,7.04,straighten head
1092,4.19,11.31,straighten head
1093,0.92,3.92,straighten head
1094,0.37,2.92,straighten head
1095,0.22,2.81,straighten head
1096,2.86,12.46,straighten head
1097,3.64,7.05,straighten head
1098,10.65,36.24,straighten head
1099,1.89,2.96,straighten head
1100,0.66,1.87,straighten head
1101,0.35,1.7,straighten head
1102,0.32,1.68,straighten head
1103,0.34,1.65,straighten head
1104,0.92,1.52,looks good
1105,1.02,1.5,looks good
1106,1.07,1.5,looks good
1107,1.15,1.5,sit up straight
1108,1.22,1.49,sit up straight
1109,1.25,1.49,sit up straight
1110,1.19,1.49,sit up straight
1111,0.99,1.55,looks good
1112,1.7,1.99,straighten head
1113,1.08,1.77,straighten head
1114,0.86,1.67,straighten head
1115,0.74,1.72,straighten head
1116,1.29,1.98,straighten head
1117,0.84,1.82,straighten head
1118,0.67,1.77,straighten head
1119,0.68,1.72,straighten head
1120,1.0,1.57,straighten head
1121,1.05,1.53,looks good
1122,0.89,1.54,looks good
1123,1.6,1.88,straighten head
1124,1.49,1.56,straighten head
1125,1.26,1.48,sit up straight
1126,0.96,1.52,looks good
1127,0.47,1.64,straighten head
1128,0.85,1.53,looks good
1129,0.71,1.58,looks good
1130,1.53,2.06,straighten head
1131,0.96,1.96,straighten head
1132,0.71,1.9,straighten head
1133,0.55,1.84,straighten head
1134,0.93,1.59,straighten head
1135,0.97,1.52,looks good
1136,1.11,1.45,sit up straight
1137,1.15,1.44,sit up straight
1138,1.12,1.45,sit up straight
1139,1.12,1.45,sit up straight
1140,1.11,1.46,sit up straight
1141,1.13,1.45,sit up straight
1142,1.13,1.45,sit up straight
1143,1.17,1.45,sit up straight
1144,1.29,1.44,sit up straight
1145,1.3,1.43,sit up straight
1146,1.25,1.43,sit up straight
1147,1.27,1.43,sit up straight
1148,1.2,1.43,sit up straight
1149,1.21,1.44,sit up straight
1150,1.16,1.43,sit up straight
1151,0.94,1.44,sit up straight
1152,0.73,1.46,sit up straight
1153,0.59,1.48,looks good
3,1.38,1.44,sit up straight
4,1.43,1.45,sit up straight
5,1.36,1.45,sit up straight
6,1.27,1.45,sit up straight
7,1.18,1.47,sit up straight
8,1.13,1.47,sit up straight
9,1.04,1.47,sit up straight
10,1.18,1.48,sit up straight
11,1.3,1.49,sit up straight
12,1.48,1.49,sit up straight
13,1.44,1.5,sit up straight
14,1.55,1.51,sit up straight
15,1.33,1.49,sit up straight
16,1.26,1.46,sit up straight
17,1.25,1.47,sit up straight
18,1.19,1.45,sit up straight
19,1.22,1.44,sit up straight
20,1.2,1.45,sit up straight
21,1.34,1.44,sit up straight
22,1.36,1.44,sit up straight
23,1.58,1.45,sit up straight
24,1.62,1.46,sit up straight
25,1.62,1.46,sit up straight
26,1.58,1.47,sit up straight
27,1.55,1.47,sit up straight
28,1.43,1.48,sit up straight
29,1.42,1.49,sit up straight
30,1.3,1.52,sit up straight
31,1.27,1.52,straighten head
32,1.14,1.45,sit up straight
33,0.85,1.49,looks good
34,0.84,1.46,sit up straight
35,0.85,1.46,sit up straight
36,0.83,1.45,sit up straight
37,0.83,1.46,sit up straight
38,0.85,1.46,sit up straight
39,0.83,1.45,sit up straight
40,0.81,1.46,sit up straight
41,0.81,1.46,sit up straight
42,0.84,1.46,sit up straight
43,0.84,1.46,sit up straight
44,0.84,1.46,sit up straight
45,0.82,1.45,sit up straight
46,0.82,1.45,sit up straight
47,0.82,1.45,sit up straight
48,0.82,1.45,sit up straight
49,0.86,1.45,sit up straight
50,0.83,1.45,sit up straight
51,0.83,1.45,sit up straight
52,0.83,1.45,sit up straight
53,0.78,1.45,sit up straight
54,0.79,1.45,sit up straight
55,0.8,1.45,sit up straight
56,0.79,1.45,sit up straight
57,0.8,1.45,sit up straight
58,0.79,1.45,sit up straight
59,0.8,1.45,sit up straight
60,0.77,1.45,sit up straight
61,0.82,1.45,sit up straight
62,0.78,1.45,sit up straight
63,0.76,1.45,sit up straight
64,0.79,1.45,sit up straight
65,0.77,1.45,sit up straight
66,0.76,1.45,sit up straight
67,0.75,1.45,sit up straight
68,0.74,1.45,sit up straight
69,0.73,1.45,sit up straight
70,0.73,1.45,sit up straight
71,0.74,1.45,sit up straight
72,0.76,1.45,sit up straight
73,0.73,1.45,sit up straight
74,0.72,1.45,sit up straight
75,0.72,1.45,sit up straight
76,0.74,1.45,sit up straight
77,0.73,1.45,sit up straight
78,0.75,1.45,sit up straight
79,0.74,1.44,sit up straight
80,0.75,1.45,sit up straight
81,0.75,1.45,sit up straight
82,0.75,1.44,sit up straight
83,0.78,1.44,sit up straight
84,0.78,1.44,sit up straight
85,0.78,1.44,sit up straight
86,0.79,1.44,sit up straight
87,0.79,1.44,sit up straight
88,0.78,1.44,sit up straight
89,0.78,1.44,sit up straight
90,0.78,1.44,sit up straight
91,0.78,1.44,sit up straight
92,0.77,1.44,sit up straight
93,0.79,1.44,sit up straight
94,0.76,1.45,sit up straight
95,0.77,1.45,sit up straight
96,0.76,1.45,sit up straight
97,0.76,1.45,sit up straight
98,0.76,1.45,sit up straight
99,0.76,1.44,sit up straight
100,0.75,1.45,sit up straight
101,0.75,1.45,sit up straight
102,0.75,1.46,sit up straight
103,0.81,1.46,sit up straight
104,0.78,1.46,sit up straight
105,0.73,1.46,sit up straight
106,0.73,1.46,sit up straight
107,0.76,1.46,sit up straight
108,0.76,1.47,looks good
109,0.85,1.5,looks good
110,0.8,1.5,looks good
111,0.8,1.5,looks good
112,0.79,1.5,looks good
113,0.81,1.5,looks good
114,0.78,1.5,looks good
115,0.85,1.49,looks good
116,0.85,1.49,looks good
117,0.84,1.49,looks good
118,0.87,1.49,looks good
119,0.87,1.49,looks good
120,0.85,1.49,looks good
121,0.85,1.49,looks good
122,0.82,1.48,looks good
123,0.82,1.48,looks good
124,0.82,1.49,looks good
125,0.82,1.49,looks good
126,0.81,1.49,looks good
127,0.82,1.48,looks good
128,0.83,1.48,looks good
129,0.83,1.48,looks good
130,0.81,1.49,looks good
131,0.85,1.49,looks good
132,0.85,1.49,looks good
133,0.85,1.49,looks good
134,0.85,1.49,looks good
135,0.85,1.48,looks good
136,0.86,1.48,looks good
137,0.89,1.48,looks good
138,0.92,1.48,looks good
139,0.93,1.49,looks good
140,0.9,1.49,looks good
141,0.9,1.49,looks good
142,0.93,1.49,looks good
143,0.92,1.49,looks good
144,0.89,1.49,looks good
145,0.89,1.49,looks good
146,0.86,1.49,looks good
147,0.86,1.49,looks good
148,0.86,1.49,looks good
149,0.88,1.49,looks good
150,0.89,1.49,looks good
151,0.89,1.49,looks good
152,0.88,1.49,looks good
153,0.91,1.49,looks good
154,0.86,1.49,looks good
155,0.9,1.49,looks good
156,0.9,1.49,looks good
157,0.89,1.49,looks good
158,0.91,1.49,looks good
159,0.89,1.49,looks good
160,0.91,1.49,looks good
161,0.91,1.49,looks good
162,0.93,1.49,looks good
163,0.94,1.49,looks good
164,0.95,1.49,looks good
165,0.98,1.48,sit up straight
166,0.95,1.49,looks good
167,0.98,1.48,sit up straight
168,0.66,1.43,sit up straight
169,0.61,1.44,sit up straight
170,0.67,1.44,sit up straight
171,0.67,1.44,sit up straight
172,0.67,1.45,sit up straight
173,0.69,1.44,sit up straight
174,0.68,1.44,sit up straight
175,0.68,1.44,sit up straight
176,0.69,1.44,sit up straight
177,0.69,1.44,sit up straight
178,0.65,1.45,sit up straight
179,0.64,1.45,sit up straight
180,0.64,1.45,sit up straight
181,0.66,1.45,sit up straight
182,0.67,1.45,sit up straight
183,0.65,1.45,sit up straight
184,0.62,1.45,sit up straight
185,0.62,1.45,sit up straight
186,0.65,1.45,sit up straight
187,0.64,1.45,sit up straight
188,0.64,1.44,sit up straight
189,0.63,1.45,sit up straight
190,0.62,1.45,sit up straight
191,0.63,1.45,sit up straight
192,0.62,1.45,sit up straight
193,0.65,1.44,sit up straight
194,0.66,1.44,sit up straight
195,0.65,1.44,sit up straight
196,0.66,1.44,sit up straight
197,0.65,1.45,sit up straight
198,0.69,1.44,sit up straight
199,0.68,1.44,sit up straight
200,0.65,1.44,sit up straight
201,0.66,1.44,sit up straight
202,0.66,1.44,sit up straight
203,0.66,1.45,sit up straight
204,0.64,1.45,sit up straight
205,0.65,1.45,sit up straight
206,0.66,1.44,sit up straight
207,0.7,1.44,sit up straight
208,0.68,1.44,sit up straight
209,0.66,1.44,sit up straight
210,0.68,1.44,sit up straight
211,0.66,1.44,sit up straight
212,0.67,1.44,sit up straight
213,0.66,1.44,sit up straight
214,0.65,1.44,sit up straight
215,0.66,1.44,sit up straight
216,0.68,1.44,sit up straight
217,0.68,1.44,sit up straight
218,0.7,1.44,sit up straight
219,0.66,1.44,sit up straight
220,0.66,1.44,sit up straight
221,0.64,1.44,sit up straight
222,0.67,1.45,sit up straight
223,0.65,1.45,sit up straight
224,0.67,1.45,sit up straight
225,0.67,1.45,sit up straight
226,0.67,1.45,sit up straight
227,0.67,1.45,sit up straight
228,0.7,1.45,sit up straight
229,0.73,1.45,sit up straight
230,0.74,1.45,sit up straight
231,0.73,1.45,sit up straight
232,0.75,1.44,sit up straight
233,0.75,1.44,sit up straight
234,0.75,1.44,sit up straight
235,0.72,1.44,sit up straight
236,0.77,1.43,sit up straight
237,0.8,1.43,sit up straight
238,0.78,1.42,sit up straight
239,0.78,1.42,sit up straight
240,0.85,1.39,sit up straight
241,0.83,1.38,sit up straight
242,0.83,1.37,sit up straight
243,0.84,1.35,sit up straight
244,1.02,1.73,straighten head
245,0.39,1.28,sit up straight
246,0.28,1.34,sit up straight
247,0.26,1.4,sit up straight
248,0.23,1.39,sit up straight
249,0.21,1.39,sit up straight
250,0.22,1.38,sit up straight
251,0.32,1.38,sit up straight
252,0.41,1.38,sit up straight
253,0.43,1.38,sit up straight
254,0.39,1.38,sit up straight
255,0.33,1.38,sit up straight
256,0.31,1.37,sit up straight
257,0.26,1.37,sit up straight
258,0.25,1.37,sit up straight
259,0.24,1.37,sit up straight
260,0.22,1.37,sit up straight
261,0.24,1.37,sit up straight
262,0.25,1.37,sit up straight
263,0.25,1.37,sit up straight
264,0.29,1.37,sit up straight
265,0.27,1.37,sit up straight
266,0.33,1.37,sit up straight
267,0.34,1.37,sit up straight
268,0.38,1.37,sit up straight
269,0.42,1.36,sit up straight
270,0.44,1.36,sit up straight
271,0.46,1.36,sit up straight
272,0.43,1.36,sit up straight
273,0.47,1.36,sit up straight
274,0.48,1.36,sit up straight
275,0.47,1.37,sit up straight
276,0.45,1.37,sit up straight
277,0.45,1.36,sit up straight
278,0.46,1.37,sit up straight
279,0.45,1.37,sit up straight
280,0.44,1.37,sit up straight
281,0.45,1.37,sit up straight
282,0.43,1.37,sit up straight
283,0.44,1.37,sit up straight
284,0.42,1.37,sit up straight
285,0.47,1.38,sit up straight
286,0.42,1.38,sit up straight
287,0.39,1.39,sit up straight
288,0.43,1.39,sit up straight
289,0.45,1.39,sit up straight
290,0.48,1.4,sit up straight
291,0.43,1.4,sit up straight
292,0.45,1.4,sit up straight
293,0.46,1.4,sit up straight
294,0.44,1.4,sit up straight
295,0.44,1.4,sit up straight
296,0.43,1.41,sit up straight
297,0.44,1.41,sit up straight
298,0.42,1.41,sit up straight
299,0.43,1.41,sit up straight
300,0.38,1.41,sit up straight
301,0.37,1.42,sit up straight
302,0.41,1.42,sit up straight
303,0.38,1.42,sit up straight
304,0.39,1.43,sit up straight
305,0.41,1.43,sit up straight
306,0.38,1.44,sit up straight
307,0.41,1.44,sit up straight
308,0.42,1.44,sit up straight
309,0.55,1.45,sit up straight
310,0.66,1.45,sit up straight
311,0.69,1.46,sit up straight
312,0.81,1.46,sit up straight
313,0.79,1.46,sit up straight
314,0.95,1.47,sit up straight
315,0.97,1.47,sit up straight
316,1.17,1.46,sit up straight
317,1.27,1.46,sit up straight
318,1.27,1.46,sit up straight
319,1.3,1.46,sit up straight
320,1.31,1.45,sit up straight
321,1.33,1.46,sit up straight
322,1.38,1.45,sit up straight
323,1.29,1.45,sit up straight
324,1.18,1.45,sit up straight
325,1.18,1.45,sit up straight
326,1.01,1.44,sit up straight
327,1.03,1.45,sit up straight
328,0.84,1.43,sit up straight
329,0.84,1.43,sit up straight
330,0.37,1.4,sit up straight
